"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Pathogenicity (human)"
5316,,"DSM 20160, ATCC 8043, CCM 2423, CCUG 18659, CIP 53.48, CIP 82.112, JCM 8729, LMG 6399, NCDO 1258, NCIMB 6459, WDCM 00089, ATCC 9790, BCRC 11054, BCRC 12496, BCRC 80016, CCUG 1332, CCUG 19917, CECT 279, CECT 294, CECT 302, CFBP 4250, CGMCC 1.2140, HAMBI 1709, HAMBI 644, IAM 1262, IFO 3181, KCTC 2022, KCTC 3616, NBRC 3181, NCCB 46070, NCCB 58005, NCIMB 8123, NCIMB 8191, NCTC 12367, VKM B-2107, VTT E-97046",1,"Enterococcus hirae",1
5315,"M 19","CCUG 32258, NCIMB 8192, CCM 4533, DSM 3320, ATCC 10541, CIP 58.55, NCIB 8192, WDCM 00011, NBRC 113010",0,"Enterococcus hirae",1
24003,Eh61,"DSM 27815",0,"Enterococcus hirae",1
130947,SB,"DSM 28619",0,"Enterococcus hirae",1
158938,WCA-386-APC-3D,"DSM 100949",0,"Enterococcus hirae",1
160038,Cla-CZ-137,"DSM 109134",0,"Enterococcus hirae",1
4932,19982,"DSM 17582, CCUG 46494, CIP 107988, LMG 20976, CCM 7160, JCM 17328, CIP 107-988, NBRC 107761",1,"Escherichia albertii",1
4907,U5/41,"DSM 30083, ATCC 11775, CCM 5172, CIP 54.8, IAM 12119, JCM 1649, NCDO 1989, NCTC 9001, WDCM 00090, BCRC 10675, CCUG 24, CCUG 29300, CECT 515, CGMCC 1.2993, KCTC 2441, LMG 2092, NBRC 102203, NCIMB 11943, VTT E-94564, UCCCB113",1,"Escherichia coli",1
4409,,"DSM 301, ATCC 4157, CIP 61.11, NCIB 86, NCTC 86",0,"Escherichia coli",1
4410,B3,"DSM 308, IMG 1728",0,"Escherichia coli",1
4420,,"CCUG 3274, DSM 682, ATCC 10536, NCIB 8879, NCTC 10418",0,"Escherichia coli",1
4422,,"DSM 787, ATCC 11229, CCUG 17931, AMC 198",0,"Escherichia coli",1
4423,"ML 30, ML30","DSM 1328",0,"Escherichia coli",1
4427,"Seattle 1946","DSM 1103, ATCC 25922, NCIB 12210, WDCM 00013, CCUG 17620, CCUG 7736, CCUG 21456, JCM 5491, CCM 3954, CIP 76.24, IFO 15034, KCTC 1682, LMG 8223, NBRC 15034, NCIMB 12110",0,"Escherichia coli",1
4433,Crooks,"DSM 1576, ATCC 8739, NCIB 8545, WDCM 00012, CCUG 10979, CIP 53.126, NCTC 12923, CCM 4517",0,"Escherichia coli",1
4468,MRE-600,"DSM 3901, ATCC 29417, CGSC 5260, NCIB 10115, NCTC 8164",0,"Escherichia coli",1
4516,O55:K59(B5):H,"DSM 4779, ATCC 12014, NCTC 9701, CCUG 32986, DSM 5921, CDC 5624-50",0,"Escherichia coli",1
4547,O78:K80:H-,"DSM 5212, NCTC 9078, CCUG 11380",0,"Escherichia coli",1
4576,"QST 40139","DSM 5802",0,"Escherichia coli",1
4586,"F.S. Barr 1532","DSM 5923, ATCC 35218, DSM 5564, CCUG 30600",0,"Escherichia coli",1
4603,DP50,"DSM 6188, CCRC 51494",0,"Escherichia coli",1
4618,"C (P1 Cm ts)","DSM 6257",0,"Escherichia coli",1
4619,DP50supF58,"DSM 6277, ATCC 39061",0,"Escherichia coli",1
4644,"BM2001, BM2001, pIP173","DSM 6969, CIP 79.43, PIP pIP173, PIP 173",0,"Escherichia coli",1
4678,F41,"DSM 8695",0,"Escherichia coli",1
4679,"Aberdeen 1064","DSM 8696",0,"Escherichia coli",1
4680,"Stoke W","DSM 8698",0,"Escherichia coli",1
4681,C881-62,"DSM 8699",0,"Escherichia coli",1
4682,Canioni,"DSM 8700",0,"Escherichia coli",1
4683,E611,"DSM 8701",0,"Escherichia coli",1
4684,4932-53,"DSM 8702",0,"Escherichia coli",1
4685,Cigleris,"DSM 8703",0,"Escherichia coli",1
4686,E2808,"DSM 8710",0,"Escherichia coli",1
4687,EW2129-54,"DSM 8711",0,"Escherichia coli",1
4691,C771,"DSM 9024",0,"Escherichia coli",1
4692,Kattwijk,"DSM 9025",0,"Escherichia coli",1
4693,SU4338-41,"DSM 9026",0,"Escherichia coli",1
4694,Guanabara,"DSM 9027",0,"Escherichia coli",1
4695,4608-58,"DSM 9028",0,"Escherichia coli",1
4696,1624-56,"DSM 9029",0,"Escherichia coli",1
4697,1184-68,"DSM 9030",0,"Escherichia coli",1
4698,EW227,"DSM 9031",0,"Escherichia coli",1
4699,1111-55,"DSM 9032",0,"Escherichia coli",1
4700,E10702,"DSM 9033",0,"Escherichia coli",1
4701,DRL145-46,"DSM 9034",0,"Escherichia coli",1
4711,"pVA517A through H, pVA517A, V517","DSM 8872, ATCC 37514, CCUG 21646, NCTC 50193",0,"Escherichia coli",1
4735,,"DSM 10232, ATCC 128, NCIMB 8020, PCI 1635, WHO 16",0,"Escherichia coli",1
4737,"Bacdive 4737","DSM 10234, NCIMB 13058, NCTC 9111, CCUG 11412, ATCC 33780",0,"Escherichia coli",1
4740,,"DSM 10498",0,"Escherichia coli",1
4749,Bay14),"DSM 10650, ICB 4004 (""Neumann"", ICB 4004 (""Neumann"", Bay14)",0,"Escherichia coli",1
4750,A297,"DSM 10802",0,"Escherichia coli",1
4751,A299,"DSM 10803",0,"Escherichia coli",1
4752,A293,"DSM 10804",0,"Escherichia coli",1
4753,IHE3109,"DSM 10805",0,"Escherichia coli",1
4754,IHE3036,"DSM 10806",0,"Escherichia coli",1
4755,Z36,"DSM 10807",0,"Escherichia coli",1
4756,T111,"DSM 10808",0,"Escherichia coli",1
4757,780141M,"DSM 10809",0,"Escherichia coli",1
4758,T100,"DSM 10810",0,"Escherichia coli",1
4759,C88,"DSM 10811",0,"Escherichia coli",1
4760,M128/1-2,"DSM 10812",0,"Escherichia coli",1
4761,A298,"DSM 10813",0,"Escherichia coli",1
4762,A296,"DSM 10814",0,"Escherichia coli",1
4763,A295,"DSM 10815",0,"Escherichia coli",1
4764,E8112/77,"DSM 10816",0,"Escherichia coli",1
4765,E8111/77,"DSM 10817",0,"Escherichia coli",1
4766,E7507/77,"DSM 10818",0,"Escherichia coli",1
4767,E4199/76,"DSM 10819",0,"Escherichia coli",1
4768,E81/74,"DSM 10820",0,"Escherichia coli",1
4769,E9854/78,"DSM 10821",0,"Escherichia coli",1
4770,GXIV,"DSM 10822",0,"Escherichia coli",1
4771,M170/1-3,"DSM 10823",0,"Escherichia coli",1
4772,U16,"DSM 10824",0,"Escherichia coli",1
4773,IHE3058,"DSM 10825",0,"Escherichia coli",1
4774,IHE3059,"DSM 10826",0,"Escherichia coli",1
4775,IHE3107,"DSM 10827",0,"Escherichia coli",1
4776,IHE3108,"DSM 10828",0,"Escherichia coli",1
4777,IHE3057,"DSM 10829",0,"Escherichia coli",1
4778,S13,"DSM 10719",0,"Escherichia coli",1
4779,IHE3035,"DSM 10720",0,"Escherichia coli",1
4780,IHE3120,"DSM 10722",0,"Escherichia coli",1
4781,IHE3033,"DSM 10723",0,"Escherichia coli",1
4782,A302a,"DSM 10724",0,"Escherichia coli",1
4783,M185/1-1,"DSM 10725",0,"Escherichia coli",1
4784,B185/29-10,"DSM 10726",0,"Escherichia coli",1
4785,C352-78,"DSM 10727",0,"Escherichia coli",1
4786,M70/1-1,"DSM 10728",0,"Escherichia coli",1
4787,A270,"DSM 10729",0,"Escherichia coli",1
4788,A262,"DSM 10730",0,"Escherichia coli",1
4789,F5,"DSM 10731",0,"Escherichia coli",1
4790,DI,"DSM 10732",0,"Escherichia coli",1
4791,M95/2-1,"DSM 10733",0,"Escherichia coli",1
4792,M152/1-1,"DSM 10734",0,"Escherichia coli",1
4793,B120/20-1,"DSM 10735",0,"Escherichia coli",1
4794,M12/1-4,"DSM 10736",0,"Escherichia coli",1
4795,7R/1-1,"DSM 10737",0,"Escherichia coli",1
4796,B70/3-2,"DSM 10738",0,"Escherichia coli",1
4797,M120/1-2,"DSM 10739",0,"Escherichia coli",1
4798,M115/1-1,"DSM 10740",0,"Escherichia coli",1
4799,IHE3119,"DSM 10741",0,"Escherichia coli",1
4800,IHE3055,"DSM 10742",0,"Escherichia coli",1
4801,IHE3113,"DSM 10743",0,"Escherichia coli",1
4802,IHE3101,"DSM 10744",0,"Escherichia coli",1
4803,IHE3103,"DSM 10745",0,"Escherichia coli",1
4804,A264,"DSM 10746",0,"Escherichia coli",1
4805,A269,"DSM 10747",0,"Escherichia coli",1
4806,A261,"DSM 10748",0,"Escherichia coli",1
4807,21R/1-2,"DSM 10749",0,"Escherichia coli",1
4808,M62/1-2,"DSM 10750",0,"Escherichia coli",1
4809,IHE3104,"DSM 10751",0,"Escherichia coli",1
4810,"D699(U5/41 Oac-), D699(U5/41 Oac<SUP>-</SUP>)","DSM 10752",0,"Escherichia coli",1
4811,E7163/77,"DSM 10753",0,"Escherichia coli",1
4812,M188/1-10,"DSM 10754",0,"Escherichia coli",1
4813,15R/1-4,"DSM 10755",0,"Escherichia coli",1
4814,M123/1-10,"DSM 10756",0,"Escherichia coli",1
4815,M20/3-2,"DSM 10757",0,"Escherichia coli",1
4816,B105/22-10,"DSM 10758",0,"Escherichia coli",1
4817,M210/1-6,"DSM 10759",0,"Escherichia coli",1
4818,M182/1-1,"DSM 10760",0,"Escherichia coli",1
4819,M6/1-1,"DSM 10761",0,"Escherichia coli",1
4820,19R/2-4,"DSM 10762",0,"Escherichia coli",1
4821,M148/1-2,"DSM 10763",0,"Escherichia coli",1
4822,M2/1-2,"DSM 10764",0,"Escherichia coli",1
4823,IHE3114,"DSM 10765",0,"Escherichia coli",1
4824,IHE3118,"DSM 10766",0,"Escherichia coli",1
4825,IHE3116,"DSM 10767",0,"Escherichia coli",1
4826,IHE3112,"DSM 10768",0,"Escherichia coli",1
4827,K235,"DSM 10770",0,"Escherichia coli",1
4828,"NB-12-15 (M. Green)","DSM 10771",0,"Escherichia coli",1
4829,17R/1-3,"DSM 10772",0,"Escherichia coli",1
4830,"IHE 3125","DSM 10773",0,"Escherichia coli",1
4831,F86,"DSM 10774",0,"Escherichia coli",1
4832,"F41, A1066","DSM 10775",0,"Escherichia coli",1
4833,E2971/76,"DSM 10776",0,"Escherichia coli",1
4834,"671*1115/80, 671<SUP>*</SUP>1115/80","DSM 10777",0,"Escherichia coli",1
4835,F34,"DSM 10778",0,"Escherichia coli",1
4836,F83,"DSM 10779",0,"Escherichia coli",1
4837,Z40,"DSM 10780",0,"Escherichia coli",1
4838,Z11,"DSM 10781",0,"Escherichia coli",1
4839,J206,"DSM 10782",0,"Escherichia coli",1
4840,GXVII,"DSM 10783",0,"Escherichia coli",1
4841,B169/16-10,"DSM 10784",0,"Escherichia coli",1
4842,B149/2-2,"DSM 10785",0,"Escherichia coli",1
4843,M163/1-3,"DSM 10786",0,"Escherichia coli",1
4844,M158/1-3,"DSM 10787",0,"Escherichia coli",1
4845,M79/2-14,"DSM 10788",0,"Escherichia coli",1
4846,M162/1-5,"DSM 10789",0,"Escherichia coli",1
4847,2954,"DSM 10790",0,"Escherichia coli",1
4848,2980,"DSM 10791",0,"Escherichia coli",1
4849,AXLIII,"DSM 10792",0,"Escherichia coli",1
4850,AI,"DSM 10793",0,"Escherichia coli",1
4851,IHE3134,"DSM 10794",0,"Escherichia coli",1
4852,IHE3132,"DSM 10795",0,"Escherichia coli",1
4853,20383,"DSM 10796",0,"Escherichia coli",1
4854,IHE3129,"DSM 10797",0,"Escherichia coli",1
4855,IHE3130,"DSM 10798",0,"Escherichia coli",1
4856,IHE3043,"DSM 10799",0,"Escherichia coli",1
4857,BE1-2928,"DSM 10800",0,"Escherichia coli",1
4858,A291,"DSM 10801",0,"Escherichia coli",1
4859,A267,"DSM 10830",0,"Escherichia coli",1
4860,N78,"DSM 10831",0,"Escherichia coli",1
4861,IHE3131,"DSM 10832",0,"Escherichia coli",1
4862,20380,"DSM 10833",0,"Escherichia coli",1
4863,IHE3135,"DSM 10834",0,"Escherichia coli",1
4864,A131a,"DSM 10835",0,"Escherichia coli",1
4865,"CM Pettis","DSM 10836",0,"Escherichia coli",1
4866,M66/1-10,"DSM 10837",0,"Escherichia coli",1
4867,IHE3106,"DSM 10838",0,"Escherichia coli",1
4868,M21/1-3,"DSM 10839",0,"Escherichia coli",1
4869,B145/7-1,"DSM 10840",0,"Escherichia coli",1
4870,AXLIV,"DSM 10841",0,"Escherichia coli",1
4871,A276,"DSM 10851",0,"Escherichia coli",1
4872,A278,"DSM 10852",0,"Escherichia coli",1
4873,A279,"DSM 10853",0,"Escherichia coli",1
4874,A280,"DSM 10854",0,"Escherichia coli",1
4875,A271,"DSM 10855",0,"Escherichia coli",1
4876,A274,"DSM 10856",0,"Escherichia coli",1
4877,C69,"DSM 10857",0,"Escherichia coli",1
4878,79/311,"DSM 10858",0,"Escherichia coli",1
4879,C183/77,"DSM 10859",0,"Escherichia coli",1
4880,delta6671,"DSM 10973",0,"Escherichia coli",1
4884,,"DSM 11727, ICB 4524",0,"Escherichia coli",1
4885,Bi623-42,"DSM 11751",0,"Escherichia coli",1
4886,F8188-41,"DSM 11752",0,"Escherichia coli",1
4887,F10018-41,"DSM 11753",0,"Escherichia coli",1
4888,ML309,"DSM 12241, NCIMB 11032",0,"Escherichia coli",1
4889,13706/60,"DSM 12242, NZRM 3262",0,"Escherichia coli",1
4890,"15 his-","DSM 12488",0,"Escherichia coli",1
4894,,"DSM 13631, ATCC 9723, NCIMB 8114",0,"Escherichia coli",1
4896,C2,"DSM 14166",0,"Escherichia coli",1
4899,"MHI 813","DSM 15856",0,"Escherichia coli",1
4900,,"DSM 17076, NCTC 12900, JCM 18426, ATCC 700728, CCM 4787, CECT 4972, CIP 110281, LMG 21756, LMG 21763, NCIMB 14487, NCIMB 50139, VTT E-011782",0,"Escherichia coli",1
4905,,"DSM 19206, CB 4270",0,"Escherichia coli",1
4906,T6,"DSM 30082, ATCC 12814",0,"Escherichia coli",1
4910,"22, 558-228, BU 432, BU 6,9, Oostendorp D 217","DSM 46332, ATCC 9723d, IMET 11268, NCIB 8112",0,"Escherichia coli",1
4911,"Roepke 532-171, 532-171, BU 428","DSM 46333, ATCC 9663, IMET 11269, NCIB 8877",0,"Escherichia coli",1
4912,"3072 WS","DSM 46345, IMET 11385",0,"Escherichia coli",1
4913,,"DSM 46346, IMET 11386",0,"Escherichia coli",1
4914,B,"DSM 50902, ATCC 15144, ICPB 2262",0,"Escherichia coli",1
4916,824-DH,"DSM 22311, CIP 105836",0,"Escherichia coli",1
4917,"CF 0034","DSM 22312, CIP 105860",0,"Escherichia coli",1
4918,GR102,"DSM 22313, CIP 105870",0,"Escherichia coli",1
4919,"CF 1702","DSM 22314, CIP 105871",0,"Escherichia coli",1
4920,MG-1,"DSM 22315, CIP 105877",0,"Escherichia coli",1
4921,,"DSM 22316, CIP 105893",0,"Escherichia coli",1
4922,"BfR/NRL-AR-E467, NRL-ECRL 102/2005, NRL-Salm05E00174","DSM 22664, CCUG 61908",0,"Escherichia coli",1
4923,"BfR/NRL-AR-E476, NRL-EcRL284/06, NRL-Salm06E00094","DSM 22665",0,"Escherichia coli",1
4924,Z205,"DSM 22690, IMT 18834, KeC KEC337, KeC 337",0,"Escherichia coli",1
4925,RL325/96,"DSM 22691, AS 4019, IMT 18835, KeC KEC333, KeC 333",0,"Escherichia coli",1
4926,"ID 12-18","DSM 25944",0,"Escherichia coli",1
23000,,"DSM 10974, CB 1676",0,"Escherichia coli",1
23001,3B3BAP1,"DSM 26549",0,"Escherichia coli",1
23925,,"DSM 19683, CIP 106878, NCTC 13167, WDCM 00179, WR 1",0,"Escherichia coli",1
23926,"JM109 lambda pir","DSM 26091",0,"Escherichia coli",1
23927,"A 586","DSM 26863, CGSC 4925",0,"Escherichia coli",1
24845,S17-1(PAS300),"DSM 25162",0,"Escherichia coli",1
130301,,"DSM 27502, CB 9149",0,"Escherichia coli",1
130302,,"DSM 27503, CB 10214",0,"Escherichia coli",1
130954,Mt1B1,"DSM 28618",0,"Escherichia coli",1
131713,CFT073,"DSM 103538, ATCC 700928",0,"Escherichia coli",1
131714,83972,"DSM 103539",0,"Escherichia coli",1
132730,E2,"DSM 105182, NCTC 13846, CCUG 70662",0,"Escherichia coli",1
139506,N170,"CIP 110905, NCTC 13216, WDCM 00202, CCM 7395, CCUG 54767, DSM 114409",0,"Escherichia coli",1
139738,"K-12 CL83 (JM83-recA56) with plasmid pCL1920","DSM 19642, NCCB 3176",0,"Escherichia coli",1
139739,BW25113,"DSM 27469, CGSC 7636",0,"Escherichia coli",1
157688,"15095 4596-1","DSM 101113",0,"Escherichia coli",1
157689,"15095 5505-1","DSM 101114",0,"Escherichia coli",1
157690,,"DSM 101121",0,"Escherichia coli",1
157691,,"DSM 101124",0,"Escherichia coli",1
157692,,"DSM 101126",0,"Escherichia coli",1
157693,"PTC E007","DSM 103242",0,"Escherichia coli",1
157694,"PTC E028","DSM 103246",0,"Escherichia coli",1
157695,"PTC E029","DSM 103247",0,"Escherichia coli",1
157696,"PTC E037","DSM 103248",0,"Escherichia coli",1
157697,"PTC E049","DSM 103249",0,"Escherichia coli",1
157698,"PTC E050","DSM 103250",0,"Escherichia coli",1
157699,"PTC E053","DSM 103251",0,"Escherichia coli",1
157700,"APEC 2248","DSM 103255",0,"Escherichia coli",1
157701,"APEC 2285","DSM 103256",0,"Escherichia coli",1
157702,"APEC 2293","DSM 103257",0,"Escherichia coli",1
157703,"APEC 2494","DSM 103259",0,"Escherichia coli",1
157704,"APEC 2540","DSM 103260",0,"Escherichia coli",1
157705,"APEC 4498","DSM 103261",0,"Escherichia coli",1
157706,"APEC 4500","DSM 103262",0,"Escherichia coli",1
157707,"APEC 4507","DSM 103263",0,"Escherichia coli",1
157708,"APEC 9062","DSM 103265",0,"Escherichia coli",1
157709,"292792091, PEG-13-3-8","DSM 105372",0,"Escherichia coli",1
157710,"A14738, PEG-13-11-48","DSM 105373",0,"Escherichia coli",1
157711,"J-15270, PEG-13-20-22","DSM 105374",0,"Escherichia coli",1
157712,"PEG-13-20-13, S-31353","DSM 105375",0,"Escherichia coli",1
157713,"130, PEG-13-49-74","DSM 105376",0,"Escherichia coli",1
157714,"PEG-13-34-74, va031895/2","DSM 105377",0,"Escherichia coli",1
157715,"NVK1 4444-2, PEG-13-26-69","DSM 105378",0,"Escherichia coli",1
157716,"NVK 11184-2, PEG-13-26-29","DSM 105379",0,"Escherichia coli",1
157717,"PEG-13-53-6, vk 48022","DSM 105380",0,"Escherichia coli",1
157718,"PEG-13-53-7, vk 49585","DSM 105381",0,"Escherichia coli",1
157719,"B13-083514, PEG-13-56-54","DSM 105382",0,"Escherichia coli",1
157720,"70398460, PEG-13-72-56","DSM 105383",0,"Escherichia coli",1
157721,"70400222, PEG-13-72-57","DSM 105384",0,"Escherichia coli",1
157722,"70405816, PEG-13-72-60","DSM 105385",0,"Escherichia coli",1
157723,"A511515A, PEG-13-78-14","DSM 105386",0,"Escherichia coli",1
157724,"6-13675, PEG-13-92-32","DSM 105387",0,"Escherichia coli",1
157725,"1533423-4403-1, PEG-13-103-15","DSM 105388",0,"Escherichia coli",1
157726,"1853068, PEG-13-105-37","DSM 105389",0,"Escherichia coli",1
157727,"PEG-13-5-24, AB 3405188","DSM 105390",0,"Escherichia coli",1
157728,"93214076, PEG-13-20-51","DSM 105391",0,"Escherichia coli",1
157729,"196-029545, PEG-13-38-44","DSM 105392",0,"Escherichia coli",1
157730,"34715148, PEG-13-87-17","DSM 105393",0,"Escherichia coli",1
157731,123794,"DSM 106555",0,"Escherichia coli",1
157732,123789,"DSM 106556",0,"Escherichia coli",1
157733,123738,"DSM 106557",0,"Escherichia coli",1
157734,123745,"DSM 106579",0,"Escherichia coli",1
157736,"B2032/82 serotype K1","DSM 107164",0,"Escherichia coli",1
157737,M2,"DSM 107752",0,"Escherichia coli",1
157738,M25,"DSM 107753",0,"Escherichia coli",1
157739,AW1.7,"DSM 108612",0,"Escherichia coli",1
158939,"15095 8246-1","DSM 101112",0,"Escherichia coli",1
158940,"15085 4431","DSM 101133",0,"Escherichia coli",1
158941,"15085 5679","DSM 101139",0,"Escherichia coli",1
158942,"PTC E018","DSM 103245",0,"Escherichia coli",1
158943,"APEC 2133","DSM 103254",0,"Escherichia coli",1
158944,"APEC 2469","DSM 103258",0,"Escherichia coli",1
158945,"APEC 10400","DSM 103266",0,"Escherichia coli",1
158948,O145:H28/E.coliA3,"DSM 110652",0,"Escherichia coli",1
160039,"10674229 BWKH 283","DSM 112522",0,"Escherichia coli",1
160040,"10665326 BWKH 282","DSM 112521",0,"Escherichia coli",1
160041,"10684729 BWKH 281","DSM 112520",0,"Escherichia coli",1
160042,"10665312 BWKH 280","DSM 112519",0,"Escherichia coli",1
160043,"BL21(DE3) pRham hIL-10L-H Klon 2, BL21(DE3) pRham hIL-10L-H #1351","DSM 102052",0,"Escherichia coli",1
160044,"BL21(DE3) pAZ1LT7 Klon 81, BL21(DE3) pAZ1LT7 #1308","DSM 102053",0,"Escherichia coli",1
160045,"BWKH 235","DSM 111036",0,"Escherichia coli",1
160046,"BWKH 288","DSM 111506",0,"Escherichia coli",1
160047,"BWKH 350","DSM 111509",0,"Escherichia coli",1
160048,"BWKH 336","DSM 111510",0,"Escherichia coli",1
160049,"BWKH 368","DSM 111511",0,"Escherichia coli",1
160050,"10675817 BWKH 265","DSM 112481",0,"Escherichia coli",1
160051,"10679905 BWKH 278","DSM 112482",0,"Escherichia coli",1
160052,"10665402 BWKH 279","DSM 112483",0,"Escherichia coli",1
160053,"10684313, BWKH 266","DSM 112484",0,"Escherichia coli",1
160054,"10672678, BWHK 267","DSM 112485",0,"Escherichia coli",1
160055,"10684009 BWKH 284","DSM 112557",0,"Escherichia coli",1
160056,"10679934 BWKH 285","DSM 112558",0,"Escherichia coli",1
160057,"10687628 BWKH 286","DSM 112559",0,"Escherichia coli",1
160058,"10684921 BWKH 287","DSM 112560",0,"Escherichia coli",1
160059,"10685049 BWKH 289","DSM 112565",0,"Escherichia coli",1
160060,"10685079 BWKH 290","DSM 112566",0,"Escherichia coli",1
160061,"19003629 BWKH 268","DSM 112594",0,"Escherichia coli",1
160062,"10684137 BWKH 269","DSM 112595",0,"Escherichia coli",1
160063,"10665303 BWKH 270","DSM 112614",0,"Escherichia coli",1
160064,"10665131 BWKH 271","DSM 112615",0,"Escherichia coli",1
160065,"19003501 BWKH 272","DSM 112616",0,"Escherichia coli",1
169224,"APEC 5211","DSM 103264",0,"Escherichia coli",1
169225,"BWKH 314","DSM 111507",0,"Escherichia coli",1
169226,CLA-AP-6,"DSM 112109",0,"Escherichia coli",1
169227,CLA-AP-7,"DSM 112110",0,"Escherichia coli",1
169228,CLA-AP-8,"DSM 112111",0,"Escherichia coli",1
169229,CLA-AP-9,"DSM 112112",0,"Escherichia coli",1
169230,"CLA-AP-10, Cla-AP10, Cla_AP_10","DSM 112113",0,"Escherichia coli",1
169231,CLA-AP-11,"DSM 112114",0,"Escherichia coli",1
169232,CLA-AP-14,"DSM 112116",0,"Escherichia coli",1
169233,Ec2842,"DSM 112117",0,"Escherichia coli",1
169234,Ec3550,"DSM 112118",0,"Escherichia coli",1
169235,Ec3920,"DSM 112119",0,"Escherichia coli",1
169236,Ec4221,"DSM 112120",0,"Escherichia coli",1
169237,Ec7384,"DSM 112121",0,"Escherichia coli",1
169238,Ec8178,"DSM 112122",0,"Escherichia coli",1
169239,Ec8850,"DSM 112123",0,"Escherichia coli",1
169240,EcTv10,"DSM 112124",0,"Escherichia coli",1
169241,EcSiggi,"DSM 112125",0,"Escherichia coli",1
169242,"Janvier 1a","DSM 112126",0,"Escherichia coli",1
169243,"Charles River B11","DSM 112127",0,"Escherichia coli",1
169244,ß2155,"DSM 113367",0,"Escherichia coli",1
4930,,"DSM 13698, ATCC 35469, CDC 0568-73, CCUG 18766, JCM 21226, CIP 103357, CIP 104947, IAM 14443, LMG 7866, NBRC 102419, NCTC 12128",1,"Escherichia fergusonii",1
4931,Ef137,"DSM 25831",0,"Escherichia fergusonii",1
5447,,"DSM 3987, ATCC 25548, VPI 1084B",1,"Eubacterium tortuosum",1
5758,A210/81,"DSM 20699, NCTC 11464",0,"Fusobacterium naviforme",1
5776,Fn524,"DSM 19678, ATCC 51357, CCUG 42162, CIP 104859, JCM 3724, VPI 6161",1,"Fusobacterium necrophorum subsp. funduliforme",1
5760,"Fievez 2358, Moore VPI 2891","CCUG 4948, DSM 21784, ATCC 25286, CCUG 9994, CIP 104559, DSM 19788, JCM 3718, VPI 2891, BCRC 10679, NCTC 13726",1,"Fusobacterium necrophorum subsp. necrophorum",1
5759,2352,"DSM 20698, NCTC 10575, CCUG 17326",0,"Fusobacterium necrophorum subsp. necrophorum",1
5774,,"DSM 19868, ATCC 8501, CCUG 4858, NCTC 10560, JCM 6320, BCRC 17682",1,"Fusobacterium varium",1
231,1152-78,"DSM 7447, ATCC 51173, NCFB 2835, CCUG 32999, CIP 107044, CCM 4548",1,"Globicatella sanguinis",1
232,1434-83,"DSM 7448, NCFB 2824",0,"Globicatella sanguinis",1
233,1713-79,"DSM 7449, NCFB 2827",0,"Globicatella sanguinis",1
4938,,"DSM 30163, ATCC 13337, CIP 57.31, NCDC 434-68, NCTC 8105, WDCM 00095, JCM 1666, CCUG 15720, CCUG 41547, CECT 158, CGMCC 1.2026, HAMBI 1876, LMG 10392, NBRC 105685, NCIMB 11999, NCIMB 13060, NRRL B-4260, VTT E-022142, VTT E-991294",1,"Hafnia alvei",1
4934,5-5,"DSM 15533",0,"Hafnia alvei",1
4935,"type 32011","DSM 30097, ATCC 11604",0,"Hafnia alvei",1
4936,"WS 10209","DSM 30098",0,"Hafnia alvei",1
4937,21183,"DSM 30101",0,"Hafnia alvei",1
23928,"WS 20745","DSM 30099",0,"Hafnia alvei",1
130955,1004,"DSM 24119",0,"Hafnia alvei",1
131728,FB1,"DSM 102038",0,"Hafnia alvei",1
4939,U-5,"DSM 23255, CCUG 429",0,"Hafnia paralvei",1
6098,"Fennel 165","DSM 5359, ATCC 35683, CCUG 18818, LMG 7543, NCTC 12423, CIP 103752",1,"Helicobacter cinaedi",1
6111,ASB1,"DSM 24751, LMG 26292",1,"Helicobacter heilmannii",1
6110,ASB3,"DSM 23983",0,"Helicobacter heilmannii",1
135474,H152,"CIP 104787, ATCC 51801, CCUG 33837, NCTC 12824, DSM 23160",1,"Helicobacter pullorum",1
4358,,"NCDC 819-56, IFO 13534, DSM 30053, ATCC 13048, CCUG 1429, CECT 684, CIP 60.86, DSM 26516, JCM 1235, KCTC 2190, LMG 2094, NBRC 13534, NCTC 10006, WDCM 00175, CDC 819-56, ACM 4982, BCRC 10370, CGMCC 1.2021, HAMBI 101, HAMBI 1898, HUT 8111, IAM 12348, LMG 2968, NCIMB 10102, PCM 532, VTT E-88325",1,"Klebsiella aerogenes",1
23910,,"DSM 12058, ICB 5240",0,"Klebsiella aerogenes",1
4941,479-2,"DSM 5175, ATCC 13182, IAM 14201, JCM 1665, CCUG 15717, CECT 860, CIP 103434, KACC 11934, LMG 3055, NBRC 102593, NBRC 105695, NCIMB 12259, VTT E-97766",1,"Klebsiella oxytoca",1
4942,,"CCUG 29298, DSM 6673, ATCC 43863",0,"Klebsiella oxytoca",1
4943,M5a1,"DSM 7342, DSM 3539, NCIB 12204",0,"Klebsiella oxytoca",1
4944,TauN1,"DSM 16963",0,"Klebsiella oxytoca",1
4945,Colworth2703,"DSM 25736, CIP 110043, NCIMB 12819, WDCM 00096",0,"Klebsiella oxytoca",1
130303,BAS-10,"DSM 29614",0,"Klebsiella oxytoca",1
130956,1028,"DSM 24121",0,"Klebsiella oxytoca",1
